id,session_id,timestamp_utc,channel,can_id_hex,message_name,signal_name,raw_value,physical_value,unit,enum_label,quality,threshold_status,created_at
757261,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.418978+00:00,CAN2,0x77,VCU_Warning_Level,Steering_Error_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757259,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.418978+00:00,CAN2,0x77,VCU_Warning_Level,Steering_Lock_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757260,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.418978+00:00,CAN2,0x77,VCU_Warning_Level,Steering_Uncontrollable_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757263,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.418978+00:00,CAN2,0x77,VCU_Warning_Level,VCU_Max_Warning_Level,0,0,,Normal,good,,2026-07-10 10:09:32
757282,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Brake_Status,false,false,bool,,good,,2026-07-10 10:09:32
757271,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,CCU_Drive_Mode,2,2,,,good,,2026-07-10 10:09:32
757267,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,CCU_Drive_Mode_Shift_Button,0,0,,Manual,good,,2026-07-10 10:09:32
757266,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,CCU_Ignition_Status,1,1,,,good,,2026-07-10 10:09:32
757265,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,CCU_Parking_Status,0,0,,Released,good,,2026-07-10 10:09:32
757264,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,CCU_Shift_Level_Status,0,0,,N,good,,2026-07-10 10:09:32
757269,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,CCU_Steering_Wheel_Angle,0.0,0.0,,,good,,2026-07-10 10:09:32
757270,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,CCU_Vehicle_Speed,0.0,0.0,km/h,,good,,2026-07-10 10:09:32
757273,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Emergency_Brake_Request_Status,0,0,,,good,,2026-07-10 10:09:32
757276,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Handle_Brake_Request_Status,0,0,,,good,,2026-07-10 10:09:32
757277,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Handle_Mode_Flag_Status,0,0,,,good,,2026-07-10 10:09:32
757278,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Left_Turn_Light_Status,false,false,bool,,good,,2026-07-10 10:09:32
757281,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Low_Beam_Status,false,false,bool,,good,,2026-07-10 10:09:32
757280,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Position_Light_Status,false,false,bool,,good,,2026-07-10 10:09:32
757272,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Remote_Brake_Request_Status,false,false,bool,,good,,2026-07-10 10:09:32
757279,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Right_Turn_Light_Status,false,false,bool,,good,,2026-07-10 10:09:32
757274,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,SCU_Brake_Signal_Status,0,0,,Inactive,good,,2026-07-10 10:09:32
757268,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Steering_Wheel_Direction,1,1,,RightOrPositive,good,,2026-07-10 10:09:32
757275,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,0x51,VCU_CCU_Status,Touch_Brake_Request_Status,false,false,bool,,good,,2026-07-10 10:09:32
757283,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,0x77,VCU_Warning_Level,BMS_SOC_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757291,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,0x77,VCU_Warning_Level,Brake_Error_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757284,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,0x77,VCU_Warning_Level,MCU_Disconnect_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757285,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,0x77,VCU_Warning_Level,MCU_Motor_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757286,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,0x77,VCU_Warning_Level,MCU_Speed_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757287,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,0x77,VCU_Warning_Level,Steering_Disconnect_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757290,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,0x77,VCU_Warning_Level,Steering_Error_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757288,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,0x77,VCU_Warning_Level,Steering_Lock_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757289,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,0x77,VCU_Warning_Level,Steering_Uncontrollable_Warning,0,0,,Normal,good,,2026-07-10 10:09:32
757292,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,0x77,VCU_Warning_Level,VCU_Max_Warning_Level,0,0,,Normal,good,,2026-07-10 10:09:32
757297,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423893+00:00,CAN2,0x168,VCU_Wheel_Speed_Feedback,Vehicle_Speed,0.0,0.0,km/h,,good,,2026-07-10 10:09:32
757293,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423893+00:00,CAN2,0x168,VCU_Wheel_Speed_Feedback,Wheel_Speed_Front_Left_RPM,200,200,rpm,,good,,2026-07-10 10:09:32
757294,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423893+00:00,CAN2,0x168,VCU_Wheel_Speed_Feedback,Wheel_Speed_Front_Right_RPM,200,200,rpm,,good,,2026-07-10 10:09:32
757295,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423893+00:00,CAN2,0x168,VCU_Wheel_Speed_Feedback,Wheel_Speed_Rear_Left_RPM,200,200,rpm,,good,,2026-07-10 10:09:32
757296,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423893+00:00,CAN2,0x168,VCU_Wheel_Speed_Feedback,Wheel_Speed_Rear_Right_RPM,200,200,rpm,,good,,2026-07-10 10:09:32
757298,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423919+00:00,CAN2,0xE1,SAS_Angle_Feedback,SAS_Front_Angle,0.0,0.0,cmd,,good,,2026-07-10 10:09:32
757299,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423919+00:00,CAN2,0xE1,SAS_Angle_Feedback,SAS_Rear_Angle,0.0,0.0,cmd,,good,,2026-07-10 10:09:32
757304,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427567+00:00,CAN1,0x168,VCU_Wheel_Speed_Feedback,Vehicle_Speed,0.0,0.0,km/h,,good,,2026-07-10 10:09:32
757300,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427567+00:00,CAN1,0x168,VCU_Wheel_Speed_Feedback,Wheel_Speed_Front_Left_RPM,200,200,rpm,,good,,2026-07-10 10:09:32
757301,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427567+00:00,CAN1,0x168,VCU_Wheel_Speed_Feedback,Wheel_Speed_Front_Right_RPM,200,200,rpm,,good,,2026-07-10 10:09:32
757302,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427567+00:00,CAN1,0x168,VCU_Wheel_Speed_Feedback,Wheel_Speed_Rear_Left_RPM,200,200,rpm,,good,,2026-07-10 10:09:32
757303,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427567+00:00,CAN1,0x168,VCU_Wheel_Speed_Feedback,Wheel_Speed_Rear_Right_RPM,200,200,rpm,,good,,2026-07-10 10:09:32
757305,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427604+00:00,CAN1,0xE1,SAS_Angle_Feedback,SAS_Front_Angle,0.0,0.0,cmd,,good,,2026-07-10 10:09:32
757306,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427604+00:00,CAN1,0xE1,SAS_Angle_Feedback,SAS_Rear_Angle,0.0,0.0,cmd,,good,,2026-07-10 10:09:32
757308,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427618+00:00,CAN2,0x703,Heartbeat_R,Heartbeat_0x703,1,1,,,good,,2026-07-10 10:09:32
757307,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427618+00:00,CAN2,0x703,Heartbeat_R,heartbeat,1,1,,,good,,2026-07-10 10:09:32
757310,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427631+00:00,CAN2,0x704,Heartbeat_F,Heartbeat_0x704,1,1,,,good,,2026-07-10 10:09:32
757309,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427631+00:00,CAN2,0x704,Heartbeat_F,heartbeat,1,1,,,good,,2026-07-10 10:09:32
757312,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431652+00:00,CAN1,0x703,Heartbeat_R,Heartbeat_0x703,1,1,,,good,,2026-07-10 10:09:32
757311,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431652+00:00,CAN1,0x703,Heartbeat_R,heartbeat,1,1,,,good,,2026-07-10 10:09:32
757314,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431675+00:00,CAN1,0x704,Heartbeat_F,Heartbeat_0x704,1,1,,,good,,2026-07-10 10:09:32
757313,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431675+00:00,CAN1,0x704,Heartbeat_F,heartbeat,1,1,,,good,,2026-07-10 10:09:32
757318,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431688+00:00,CAN2,0x100,BMS_Status,BMS_CRC_16,0,0,,,good,,2026-07-10 10:09:32
757316,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431688+00:00,CAN2,0x100,BMS_Status,BMS_Current,1.2,1.2,A,,good,,2026-07-10 10:09:32
757317,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431688+00:00,CAN2,0x100,BMS_Status,BMS_SOC,86,86,%,,good,,2026-07-10 10:09:32
757315,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431688+00:00,CAN2,0x100,BMS_Status,BMS_Voltage,52.0,52.0,V,,good,,2026-07-10 10:09:32
757323,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431711+00:00,CAN2,0x101,BMS_Capacity,Charge_MOS,0,0,,,good,,2026-07-10 10:09:32
757322,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431711+00:00,CAN2,0x101,BMS_Capacity,Charge_or_Discharge_State,2,2,,discharging,good,,2026-07-10 10:09:32
757324,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431711+00:00,CAN2,0x101,BMS_Capacity,Discharge_MOS,0,0,,,good,,2026-07-10 10:09:32
757319,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431711+00:00,CAN2,0x101,BMS_Capacity,Full_capacity,220.18,220.18,,,good,,2026-07-10 10:09:32
757321,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431711+00:00,CAN2,0x101,BMS_Capacity,Remaining_capacity,0.0,0.0,,,good,,2026-07-10 10:09:32
757320,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431711+00:00,CAN2,0x101,BMS_Capacity,discharge_circulate,0,0,,,good,,2026-07-10 10:09:32
757343,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_00,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757344,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_01,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757345,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_02,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757346,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_03,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757347,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_04,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757348,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_05,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757349,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_06,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757350,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_07,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757351,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_08,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757352,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_09,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757353,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_10,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757354,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_11,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757355,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_12,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757356,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_13,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757357,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_14,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757358,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bit_15,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757342,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Bitmap,0,0,bitmap,,good,,2026-07-10 10:09:32
757365,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_MOS_Fault,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757360,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Over_Current,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757361,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Over_Temperature,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757363,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Over_Voltage,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757366,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Precharge_Fault,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757359,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Short_Circuit,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757362,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Under_Temperature,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757364,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,BMS_Protect_Under_Voltage,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757325,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,Balance_symbol_cell16,0,0,bitmap,,good,,2026-07-10 10:09:32
757326,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,Balance_symbol_cell33,0,0,bitmap,,good,,2026-07-10 10:09:32
757341,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,CRC_16,0,0,,,good,,2026-07-10 10:09:32
757338,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,IC_Error,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757339,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,Lock_MOS,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757335,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,charge_overCur,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757331,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,charge_overTem,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757332,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,charge_underTem,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757336,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,discharge_overCur,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757333,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,discharge_overTem,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757334,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,discharge_unnderTem,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757340,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,reserve,0,0,,,good,,2026-07-10 10:09:32
757337,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,short_circuit,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757327,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,single_overvol_protection,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757328,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,single_undervol_protection,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757329,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,total_overvol_protection,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757330,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,0x102,BMS_Protect_Status,total_undervol_protection,false,false,bool,not_triggered,good,,2026-07-10 10:09:32
757367,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.434003+00:00,CAN2,0x103,BMS_NTC,NTC1,25,25,degC,,good,,2026-07-10 10:09:32
757368,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.434003+00:00,CAN2,0x103,BMS_NTC,NTC2,26,26,degC,,good,,2026-07-10 10:09:32
757369,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.434003+00:00,CAN2,0x103,BMS_NTC,NTC3,24,24,degC,,good,,2026-07-10 10:09:32
757370,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.434003+00:00,CAN2,0x103,BMS_NTC,reserved,0,0,,,good,,2026-07-10 10:09:32
757371,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.436406+00:00,CAN2,0x104,BMS_Cell_Part1,Cell1,8.737,8.737,,,good,,2026-07-10 10:09:32
757372,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.436406+00:00,CAN2,0x104,BMS_Cell_Part1,Cell2,8.737,8.737,,,good,,2026-07-10 10:09:32
757373,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.436406+00:00,CAN2,0x104,BMS_Cell_Part1,Cell3,8.737,8.737,,,good,,2026-07-10 10:09:32
757374,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.436406+00:00,CAN2,0x104,BMS_Cell_Part1,Cell4,0.0,0.0,,,good,,2026-07-10 10:09:32
757375,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.436440+00:00,CAN2,0x105,BMS_Cell_Part2,Cell1,8.737,8.737,,,good,,2026-07-10 10:09:32
757376,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.436440+00:00,CAN2,0x105,BMS_Cell_Part2,Cell2,8.737,8.737,,,good,,2026-07-10 10:09:32
757377,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.436440+00:00,CAN2,0x105,BMS_Cell_Part2,Cell3,8.737,8.737,,,good,,2026-07-10 10:09:32
