id,session_id,timestamp_utc,channel,direction,can_id_hex,is_extended,is_remote,dlc,data_hex,packet_hex,source_ip,source_port,parse_status,error_code,message_name,period_ms,created_at
86823,EOL-0B96CC1113B6,2026-07-10T10:08:56.199911+00:00,CAN1,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:53443,,ok,,VCU_CCU_Status,,2026-07-10 10:08:56
86824,EOL-0B96CC1113B6,2026-07-10T10:08:56.199998+00:00,CAN1,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,VCU_Warning_Level,,2026-07-10 10:08:56
86825,EOL-0B96CC1113B6,2026-07-10T10:08:56.200039+00:00,CAN2,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:53443,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:08:56
86826,EOL-0B96CC1113B6,2026-07-10T10:08:56.200061+00:00,CAN2,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,SAS_Angle_Feedback,,2026-07-10 10:08:56
86827,EOL-0B96CC1113B6,2026-07-10T10:08:56.204096+00:00,CAN1,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:53443,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:08:56
86828,EOL-0B96CC1113B6,2026-07-10T10:08:56.204130+00:00,CAN1,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,SAS_Angle_Feedback,,2026-07-10 10:08:56
86829,EOL-0B96CC1113B6,2026-07-10T10:08:56.204142+00:00,CAN2,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_R,,2026-07-10 10:08:56
86830,EOL-0B96CC1113B6,2026-07-10T10:08:56.204154+00:00,CAN2,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_F,,2026-07-10 10:08:56
86831,EOL-0B96CC1113B6,2026-07-10T10:08:56.208331+00:00,CAN1,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_R,,2026-07-10 10:08:56
86832,EOL-0B96CC1113B6,2026-07-10T10:08:56.208358+00:00,CAN1,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_F,,2026-07-10 10:08:56
86833,EOL-0B96CC1113B6,2026-07-10T10:08:56.208371+00:00,CAN2,rx,0x100,0,0,8,02 08 00 0C 56 00 00 00,08 00 00 01 00 02 08 00 0C 56 00 00 00,127.0.0.1:53443,,ok,,BMS_Status,,2026-07-10 10:08:56
86834,EOL-0B96CC1113B6,2026-07-10T10:08:56.208392+00:00,CAN2,rx,0x101,0,0,8,02 56 00 00 00 00 00 00,08 00 00 01 01 02 56 00 00 00 00 00 00,127.0.0.1:53443,,ok,,BMS_Capacity,,2026-07-10 10:08:56
86835,EOL-0B96CC1113B6,2026-07-10T10:08:56.210681+00:00,CAN2,rx,0x102,0,0,8,00 00 00 00 00 00 00 00,08 00 00 01 02 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,BMS_Protect_Status,,2026-07-10 10:08:56
86836,EOL-0B96CC1113B6,2026-07-10T10:08:56.210841+00:00,CAN2,rx,0x103,0,0,8,41 42 40 00 00 00 00 00,08 00 00 01 03 41 42 40 00 00 00 00 00,127.0.0.1:53443,,ok,,BMS_NTC,,2026-07-10 10:08:56
86837,EOL-0B96CC1113B6,2026-07-10T10:08:56.214038+00:00,CAN2,rx,0x104,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 04 21 22 21 22 21 22 00 00,127.0.0.1:53443,,ok,,BMS_Cell_Part1,,2026-07-10 10:08:56
86838,EOL-0B96CC1113B6,2026-07-10T10:08:56.214069+00:00,CAN2,rx,0x105,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 05 21 22 21 22 21 22 00 00,127.0.0.1:53443,,ok,,BMS_Cell_Part2,,2026-07-10 10:08:56
86839,EOL-0B96CC1113B6,2026-07-10T10:08:56.215212+00:00,CAN2,rx,0x7F1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 07 F1 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,SCU_Target_Speed_Feedback,,2026-07-10 10:08:56
86840,EOL-0B96CC1113B6,2026-07-10T10:08:56.256358+00:00,CAN2,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:53443,,ok,,VCU_CCU_Status,,2026-07-10 10:08:56
86841,EOL-0B96CC1113B6,2026-07-10T10:08:56.256446+00:00,CAN2,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,VCU_Warning_Level,,2026-07-10 10:08:56
86842,EOL-0B96CC1113B6,2026-07-10T10:08:56.260820+00:00,CAN1,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:53443,,ok,,VCU_CCU_Status,,2026-07-10 10:08:56
86843,EOL-0B96CC1113B6,2026-07-10T10:08:56.260905+00:00,CAN1,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,VCU_Warning_Level,,2026-07-10 10:08:56
86844,EOL-0B96CC1113B6,2026-07-10T10:08:56.260946+00:00,CAN2,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:53443,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:08:56
86845,EOL-0B96CC1113B6,2026-07-10T10:08:56.260969+00:00,CAN2,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,SAS_Angle_Feedback,,2026-07-10 10:08:56
86846,EOL-0B96CC1113B6,2026-07-10T10:08:56.265301+00:00,CAN1,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:53443,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:08:56
86847,EOL-0B96CC1113B6,2026-07-10T10:08:56.265334+00:00,CAN1,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,SAS_Angle_Feedback,,2026-07-10 10:08:56
86848,EOL-0B96CC1113B6,2026-07-10T10:08:56.265349+00:00,CAN2,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_R,,2026-07-10 10:08:56
86849,EOL-0B96CC1113B6,2026-07-10T10:08:56.265361+00:00,CAN2,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_F,,2026-07-10 10:08:56
86850,EOL-0B96CC1113B6,2026-07-10T10:08:56.269711+00:00,CAN1,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_R,,2026-07-10 10:08:56
86851,EOL-0B96CC1113B6,2026-07-10T10:08:56.269745+00:00,CAN1,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_F,,2026-07-10 10:08:56
86852,EOL-0B96CC1113B6,2026-07-10T10:08:56.269758+00:00,CAN2,rx,0x100,0,0,8,02 08 00 0C 56 00 00 00,08 00 00 01 00 02 08 00 0C 56 00 00 00,127.0.0.1:53443,,ok,,BMS_Status,,2026-07-10 10:08:56
86853,EOL-0B96CC1113B6,2026-07-10T10:08:56.269780+00:00,CAN2,rx,0x101,0,0,8,02 56 00 00 00 00 00 00,08 00 00 01 01 02 56 00 00 00 00 00 00,127.0.0.1:53443,,ok,,BMS_Capacity,,2026-07-10 10:08:56
86854,EOL-0B96CC1113B6,2026-07-10T10:08:56.272474+00:00,CAN2,rx,0x102,0,0,8,00 00 00 00 00 00 00 00,08 00 00 01 02 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,BMS_Protect_Status,,2026-07-10 10:08:56
86855,EOL-0B96CC1113B6,2026-07-10T10:08:56.272634+00:00,CAN2,rx,0x103,0,0,8,41 42 40 00 00 00 00 00,08 00 00 01 03 41 42 40 00 00 00 00 00,127.0.0.1:53443,,ok,,BMS_NTC,,2026-07-10 10:08:56
86856,EOL-0B96CC1113B6,2026-07-10T10:08:56.275465+00:00,CAN2,rx,0x104,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 04 21 22 21 22 21 22 00 00,127.0.0.1:53443,,ok,,BMS_Cell_Part1,,2026-07-10 10:08:56
86857,EOL-0B96CC1113B6,2026-07-10T10:08:56.275500+00:00,CAN2,rx,0x105,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 05 21 22 21 22 21 22 00 00,127.0.0.1:53443,,ok,,BMS_Cell_Part2,,2026-07-10 10:08:56
86858,EOL-0B96CC1113B6,2026-07-10T10:08:56.276633+00:00,CAN2,rx,0x7F1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 07 F1 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,SCU_Target_Speed_Feedback,,2026-07-10 10:08:56
86859,EOL-0B96CC1113B6,2026-07-10T10:08:56.316230+00:00,CAN2,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:53443,,ok,,VCU_CCU_Status,,2026-07-10 10:08:56
86860,EOL-0B96CC1113B6,2026-07-10T10:08:56.316319+00:00,CAN2,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,VCU_Warning_Level,,2026-07-10 10:08:56
86861,EOL-0B96CC1113B6,2026-07-10T10:08:56.320879+00:00,CAN1,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:53443,,ok,,VCU_CCU_Status,,2026-07-10 10:08:56
86862,EOL-0B96CC1113B6,2026-07-10T10:08:56.320969+00:00,CAN1,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,VCU_Warning_Level,,2026-07-10 10:08:56
86863,EOL-0B96CC1113B6,2026-07-10T10:08:56.321012+00:00,CAN2,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:53443,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:08:56
86864,EOL-0B96CC1113B6,2026-07-10T10:08:56.321036+00:00,CAN2,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,SAS_Angle_Feedback,,2026-07-10 10:08:56
86865,EOL-0B96CC1113B6,2026-07-10T10:08:56.326903+00:00,CAN1,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:53443,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:08:56
86866,EOL-0B96CC1113B6,2026-07-10T10:08:56.326943+00:00,CAN1,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,SAS_Angle_Feedback,,2026-07-10 10:08:56
86867,EOL-0B96CC1113B6,2026-07-10T10:08:56.326957+00:00,CAN2,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_R,,2026-07-10 10:08:56
86868,EOL-0B96CC1113B6,2026-07-10T10:08:56.326970+00:00,CAN2,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_F,,2026-07-10 10:08:56
86869,EOL-0B96CC1113B6,2026-07-10T10:08:56.331461+00:00,CAN1,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_R,,2026-07-10 10:08:56
86870,EOL-0B96CC1113B6,2026-07-10T10:08:56.331492+00:00,CAN1,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,Heartbeat_F,,2026-07-10 10:08:56
86871,EOL-0B96CC1113B6,2026-07-10T10:08:56.331505+00:00,CAN2,rx,0x100,0,0,8,02 08 00 0C 56 00 00 00,08 00 00 01 00 02 08 00 0C 56 00 00 00,127.0.0.1:53443,,ok,,BMS_Status,,2026-07-10 10:08:56
86872,EOL-0B96CC1113B6,2026-07-10T10:08:56.331528+00:00,CAN2,rx,0x101,0,0,8,02 56 00 00 00 00 00 00,08 00 00 01 01 02 56 00 00 00 00 00 00,127.0.0.1:53443,,ok,,BMS_Capacity,,2026-07-10 10:08:56
86873,EOL-0B96CC1113B6,2026-07-10T10:08:56.334143+00:00,CAN2,rx,0x102,0,0,8,00 00 00 00 00 00 00 00,08 00 00 01 02 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,BMS_Protect_Status,,2026-07-10 10:08:56
86874,EOL-0B96CC1113B6,2026-07-10T10:08:56.334307+00:00,CAN2,rx,0x103,0,0,8,41 42 40 00 00 00 00 00,08 00 00 01 03 41 42 40 00 00 00 00 00,127.0.0.1:53443,,ok,,BMS_NTC,,2026-07-10 10:08:56
86875,EOL-0B96CC1113B6,2026-07-10T10:08:56.336935+00:00,CAN2,rx,0x104,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 04 21 22 21 22 21 22 00 00,127.0.0.1:53443,,ok,,BMS_Cell_Part1,,2026-07-10 10:08:56
86876,EOL-0B96CC1113B6,2026-07-10T10:08:56.336969+00:00,CAN2,rx,0x105,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 05 21 22 21 22 21 22 00 00,127.0.0.1:53443,,ok,,BMS_Cell_Part2,,2026-07-10 10:08:56
86877,EOL-0B96CC1113B6,2026-07-10T10:08:56.338250+00:00,CAN2,rx,0x7F1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 07 F1 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,SCU_Target_Speed_Feedback,,2026-07-10 10:08:56
86878,EOL-0B96CC1113B6,2026-07-10T10:08:56.375774+00:00,CAN2,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:53443,,ok,,VCU_CCU_Status,,2026-07-10 10:08:56
86879,EOL-0B96CC1113B6,2026-07-10T10:08:56.378536+00:00,CAN2,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:53443,,ok,,VCU_Warning_Level,,2026-07-10 10:08:56
86880,EOL-0B96CC1113B6,2026-07-10T10:08:56.378593+00:00,CAN2,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:53443,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:08:56
86881,EOL-0B96CC1113B6,2026-07-10T10:08:56.382964+00:00,CAN1,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:53443,,ok,,VCU_CCU_Status,,2026-07-10 10:08:56
